t vw vv vT
9.052733421325683594e+00 6.180424690246582031e-01 7.861447334289550781e-01 1.000000000000000000e+00
8.976966857910156250e+00 5.862591266632080078e-01 8.101235032081604004e-01 9.999998807907104492e-01
8.960592269897460938e+00 5.979436635971069336e-01 8.015381693840026855e-01 1.000000000000000000e+00
8.847980499267578125e+00 5.717784166336059570e-01 8.204081058502197266e-01 1.000000000000000000e+00
8.679398536682128906e+00 6.028662919998168945e-01 7.978422045707702637e-01 9.999999403953552246e-01
8.578605651855468750e+00 5.904838442802429199e-01 8.070494532585144043e-01 1.000000000000000000e+00
8.466720581054687500e+00 5.968137979507446289e-01 8.023798465728759766e-01 1.000000000000000000e+00
8.399420738220214844e+00 5.968087911605834961e-01 8.023835420608520508e-01 1.000000000000000000e+00
8.233649253845214844e+00 5.971648693084716797e-01 8.021185398101806641e-01 1.000000000000000000e+00
8.122584342956542969e+00 6.146621704101562500e-01 7.887904644012451172e-01 1.000000000000000000e+00
7.965247154235839844e+00 6.347815990447998047e-01 7.726916074752807617e-01 1.000000000000000000e+00
7.843682765960693359e+00 6.482143402099609375e-01 7.614579200744628906e-01 1.000000000000000000e+00
7.713676452636718750e+00 6.466501951217651367e-01 7.627866864204406738e-01 1.000000000000000000e+00
7.682064056396484375e+00 6.613493561744689941e-01 7.500780224800109863e-01 1.000000000000000000e+00
7.618993759155273438e+00 6.287565231323242188e-01 7.776021957397460938e-01 9.999999403953552246e-01
7.516947269439697266e+00 6.448288559913635254e-01 7.643269896507263184e-01 1.000000000000000000e+00
7.453722000122070312e+00 6.515364646911621094e-01 7.586173415184020996e-01 1.000000000000000000e+00
7.358513832092285156e+00 6.523957252502441406e-01 7.578784823417663574e-01 1.000000000000000000e+00
7.198981761932373047e+00 6.905945539474487305e-01 7.232420444488525391e-01 9.999999403953552246e-01
7.148525238037109375e+00 6.702445745468139648e-01 7.421402931213378906e-01 1.000000000000000000e+00
7.095984935760498047e+00 6.635091900825500488e-01 7.481681108474731445e-01 9.999999403953552246e-01
6.979128837585449219e+00 6.668153405189514160e-01 7.452229857444763184e-01 1.000000000000000000e+00
6.912665843963623047e+00 6.917763948440551758e-01 7.221117615699768066e-01 1.000000000000000000e+00
6.843861103057861328e+00 6.844397783279418945e-01 7.290694117546081543e-01 1.000000000000000000e+00
6.779912948608398438e+00 6.959969401359558105e-01 7.180446982383728027e-01 9.999999403953552246e-01
6.713696002960205078e+00 6.846883296966552734e-01 7.288359999656677246e-01 1.000000000000000000e+00
6.622634410858154297e+00 6.746886968612670898e-01 7.381023764610290527e-01 9.999999403953552246e-01
6.616594791412353516e+00 7.254022359848022461e-01 6.883251667022705078e-01 9.999999403953552246e-01
6.505144119262695312e+00 7.237410545349121094e-01 6.900715827941894531e-01 9.999999403953552246e-01
6.465231418609619141e+00 6.715290546417236328e-01 7.409782409667968750e-01 1.000000000000000000e+00
6.351250648498535156e+00 7.030188441276550293e-01 7.111712098121643066e-01 1.000000000000000000e+00
6.280278205871582031e+00 7.253354787826538086e-01 6.883955001831054688e-01 9.999999403953552246e-01
6.172553539276123047e+00 7.324662804603576660e-01 6.808032989501953125e-01 1.000000000000000000e+00
6.109975337982177734e+00 7.040666341781616211e-01 7.101339101791381836e-01 1.000000000000000000e+00
6.015803337097167969e+00 7.348523139953613281e-01 6.782271862030029297e-01 1.000000000000000000e+00
5.921377658843994141e+00 7.568710446357727051e-01 6.535643339157104492e-01 1.000000000000000000e+00
5.874111652374267578e+00 7.477770447731018066e-01 6.639498472213745117e-01 9.999999403953552246e-01
5.763456344604492188e+00 7.674437165260314941e-01 6.411163210868835449e-01 1.000000000000000000e+00
5.723415851593017578e+00 7.395852208137512207e-01 6.730628013610839844e-01 9.999998807907104492e-01
5.657557964324951172e+00 7.644378542900085449e-01 6.446975469589233398e-01 1.000000119209289551e+00
5.508094310760498047e+00 7.737852931022644043e-01 6.334479451179504395e-01 1.000000000000000000e+00
5.465291023254394531e+00 7.718492150306701660e-01 6.358056664466857910e-01 1.000000000000000000e+00
5.457945346832275391e+00 7.594618201255798340e-01 6.505518555641174316e-01 9.999999403953552246e-01
5.385146141052246094e+00 7.750514149665832520e-01 6.318981051445007324e-01 9.999999403953552246e-01
5.304451465606689453e+00 7.789660096168518066e-01 6.270661354064941406e-01 1.000000000000000000e+00
5.173162460327148438e+00 7.716903686523437500e-01 6.359984278678894043e-01 1.000000000000000000e+00
5.059828281402587891e+00 7.856315970420837402e-01 6.186945438385009766e-01 9.999999403953552246e-01
4.991016387939453125e+00 7.936055660247802734e-01 6.084325909614562988e-01 1.000000000000000000e+00
4.896474838256835938e+00 7.963658571243286133e-01 6.048152446746826172e-01 1.000000000000000000e+00
4.797955036163330078e+00 8.143104314804077148e-01 5.804296135902404785e-01 1.000000000000000000e+00
4.779843807220458984e+00 8.164682388305664062e-01 5.773902535438537598e-01 9.999999403953552246e-01
